query_idx,ef_true,RV_gamma_0.1,RV_gamma_0.5,RV_gamma_1.0,RV_gamma_2.0,RV_gamma_5.0,RV_gamma_10.0,RV_gamma_20.0,RV_gamma_50.0,RV_gamma_100.0
136,50,0.2,0.3,0.3,0.4,0.6,0.8,0.9,0.0,0.0
892,3200,0.2,0.2,0.2,0.3,0.4,0.6,0.8,0.0,0.0
9616,5000,0.2,0.2,0.2,0.3,0.3,0.5,0.0,0.0,0.0
2073,300,0.2,0.2,0.2,0.2,0.3,0.5,0.7,0.0,0.0
7449,3600,0.1,0.1,0.1,0.1,0.2,0.4,0.3,0.0,0.0
5048,50,0.3,0.3,0.3,0.4,0.7,0.9,0.9,0.0,0.0
9596,50,0.2,0.3,0.3,0.3,0.5,0.7,0.9,0.0,0.0
3800,50,0.3,0.3,0.3,0.4,0.4,0.6,0.7,0.8,0.0
4162,150,0.1,0.1,0.2,0.2,0.4,0.8,0.9,0.0,0.0
6307,250,0.3,0.3,0.3,0.3,0.4,0.6,0.7,0.0,0.0
3322,200,0.3,0.3,0.3,0.3,0.4,0.6,0.8,0.0,0.0
1250,950,0.1,0.1,0.2,0.2,0.3,0.4,0.5,0.0,0.0
8026,200,0.1,0.1,0.2,0.2,0.2,0.4,0.5,0.0,0.0
587,100,0.2,0.3,0.3,0.3,0.4,0.6,0.8,0.0,0.0
2968,50,0.4,0.5,0.5,0.6,0.7,0.8,0.9,0.8,0.8
2547,50,0.2,0.3,0.3,0.3,0.4,0.6,0.7,0.0,0.0
3778,50,0.3,0.3,0.3,0.3,0.4,0.6,0.8,0.0,0.0
7027,50,0.5,0.6,0.6,0.7,0.8,0.9,0.9,0.0,0.0
4235,50,0.4,0.4,0.4,0.4,0.6,0.7,0.9,0.9,0.0
2572,100,0.3,0.3,0.3,0.3,0.4,0.6,0.8,0.0,0.0
5573,1600,0.1,0.1,0.1,0.1,0.2,0.3,0.7,0.0,0.0
4502,1000,0.2,0.2,0.2,0.2,0.3,0.5,0.0,0.0,0.0
4232,50,0.2,0.3,0.3,0.3,0.5,0.6,0.8,0.0,0.0
8244,50,0.3,0.4,0.4,0.5,0.8,0.9,0.9,0.0,0.0
3848,150,0.2,0.2,0.2,0.2,0.3,0.5,0.7,0.0,0.0
4582,50,0.2,0.2,0.3,0.3,0.4,0.6,0.7,0.0,0.0
234,1050,0.2,0.2,0.2,0.2,0.3,0.4,0.6,0.0,0.0
8662,50,0.2,0.3,0.3,0.3,0.6,0.9,0.9,0.1,0.0
9669,50,0.3,0.3,0.3,0.3,0.5,0.8,0.9,0.0,0.0
7118,50,0.3,0.4,0.4,0.5,0.6,0.8,0.9,0.0,0.0
4297,50,0.3,0.3,0.4,0.4,0.5,0.7,0.8,0.0,0.0
7042,50,0.2,0.2,0.3,0.3,0.5,0.8,0.9,0.9,0.0
3288,1250,0.2,0.2,0.2,0.2,0.3,0.4,0.5,0.0,0.0
323,1050,0.1,0.2,0.2,0.2,0.3,0.6,0.8,0.0,0.0
1277,50,0.3,0.3,0.3,0.4,0.8,0.9,0.9,0.9,0.3
8679,50,0.3,0.3,0.3,0.4,0.5,0.6,0.8,0.0,0.0
271,850,0.2,0.2,0.2,0.2,0.3,0.4,0.6,0.0,0.0
9444,50,0.3,0.3,0.3,0.4,0.6,0.8,0.9,0.9,0.0
62,1300,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.0,0.0
7441,800,0.1,0.1,0.1,0.1,0.2,0.4,0.7,0.0,0.0
7421,2500,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.0,0.0
8438,5000,0.2,0.2,0.2,0.3,0.4,0.6,0.7,0.0,0.0
3614,950,0.1,0.1,0.1,0.1,0.2,0.3,0.5,0.0,0.0
7596,1800,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.0,0.0
792,50,0.3,0.3,0.3,0.4,0.5,0.7,0.8,0.0,0.0
401,50,0.4,0.4,0.4,0.5,0.6,0.8,0.9,0.0,0.0
2343,50,0.2,0.2,0.2,0.3,0.5,0.7,0.8,0.0,0.0
5192,100,0.3,0.4,0.4,0.4,0.5,0.6,0.7,0.0,0.0
356,50,0.4,0.5,0.5,0.5,0.7,0.8,0.9,0.9,0.0
118,50,0.5,0.5,0.5,0.6,0.7,0.8,0.9,0.0,0.0
4290,300,0.1,0.1,0.1,0.1,0.2,0.3,0.4,0.0,0.0
9642,50,0.2,0.2,0.2,0.3,0.4,0.6,0.8,0.0,0.0
9639,50,0.3,0.4,0.4,0.5,0.7,0.8,0.9,0.9,0.0
831,4800,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.0,0.0
9756,50,0.2,0.3,0.3,0.3,0.4,0.6,0.8,0.0,0.0
7084,1300,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.0,0.0
1507,200,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.0,0.0
3962,800,0.1,0.1,0.1,0.2,0.2,0.4,0.1,0.0,0.0
9213,1250,0.2,0.2,0.2,0.2,0.3,0.4,0.6,0.0,0.0
3633,1150,0.1,0.1,0.1,0.2,0.2,0.4,0.6,0.0,0.0
1802,2050,0.1,0.1,0.2,0.2,0.2,0.4,0.3,0.0,0.0
3884,50,0.1,0.1,0.2,0.2,0.4,0.7,0.8,0.0,0.0
3280,50,0.3,0.3,0.3,0.4,0.4,0.6,0.7,0.0,0.0
8505,200,0.2,0.2,0.2,0.3,0.4,0.6,0.6,0.0,0.0
8756,3350,0.1,0.1,0.1,0.1,0.2,0.3,0.6,0.0,0.0
2294,1950,0.1,0.1,0.1,0.2,0.2,0.4,0.3,0.0,0.0
8849,5000,0.1,0.1,0.1,0.1,0.2,0.3,0.0,0.0,0.0
6040,50,0.3,0.3,0.3,0.3,0.5,0.6,0.8,0.0,0.0
4286,50,0.3,0.3,0.3,0.4,0.5,0.8,0.9,0.0,0.0
8234,150,0.2,0.2,0.2,0.2,0.3,0.5,0.7,0.0,0.0
5912,200,0.2,0.2,0.2,0.3,0.3,0.5,0.6,0.0,0.0
9033,5000,0.1,0.1,0.1,0.1,0.2,0.3,0.0,0.0,0.0
5967,50,0.2,0.3,0.3,0.3,0.5,0.8,0.9,0.0,0.0
586,50,0.3,0.3,0.3,0.3,0.5,0.9,0.9,0.1,0.0
1048,500,0.2,0.2,0.2,0.2,0.4,0.6,0.8,0.0,0.0
1428,50,0.2,0.3,0.3,0.3,0.4,0.6,0.8,0.0,0.0
8801,250,0.2,0.2,0.2,0.2,0.3,0.5,0.7,0.0,0.0
2771,50,0.2,0.2,0.2,0.2,0.3,0.4,0.6,0.0,0.0
197,50,0.4,0.4,0.4,0.5,0.7,0.9,0.9,0.9,0.9
7022,400,0.2,0.2,0.2,0.2,0.3,0.5,0.4,0.0,0.0
3100,750,0.1,0.1,0.2,0.2,0.3,0.5,0.7,0.0,0.0
725,150,0.2,0.2,0.2,0.3,0.4,0.7,0.9,0.0,0.0
4355,50,0.5,0.5,0.6,0.6,0.8,0.9,0.9,1.0,0.0
3325,50,0.5,0.5,0.6,0.6,0.8,0.9,0.9,0.9,0.9
9651,50,0.2,0.2,0.3,0.3,0.4,0.5,0.8,0.0,0.0
1499,450,0.1,0.1,0.1,0.1,0.2,0.3,0.0,0.0,0.0
8010,350,0.1,0.1,0.2,0.2,0.3,0.4,0.5,0.0,0.0
8809,2800,0.3,0.3,0.3,0.4,0.5,0.6,0.6,0.0,0.0
2820,250,0.2,0.2,0.2,0.2,0.3,0.4,0.6,0.0,0.0
8455,50,0.3,0.3,0.4,0.4,0.7,0.9,0.9,0.2,0.0
9823,150,0.1,0.2,0.2,0.2,0.3,0.4,0.5,0.0,0.0
6619,50,0.6,0.6,0.7,0.7,0.8,0.9,0.9,0.9,0.0
5788,50,0.2,0.2,0.2,0.3,0.4,0.6,0.8,0.0,0.0
6677,50,0.4,0.4,0.4,0.5,0.6,0.8,0.8,0.0,0.0
515,50,0.3,0.3,0.3,0.3,0.4,0.6,0.8,0.0,0.0
6718,550,0.2,0.2,0.2,0.2,0.3,0.5,0.7,0.0,0.0
5804,100,0.3,0.3,0.3,0.3,0.4,0.5,0.6,0.0,0.0
3494,100,0.3,0.3,0.4,0.4,0.5,0.6,0.7,0.0,0.0
2023,50,0.3,0.3,0.3,0.3,0.5,0.6,0.8,0.0,0.0
1293,1150,0.1,0.1,0.1,0.1,0.3,0.7,0.8,0.0,0.0
2162,1500,0.2,0.2,0.2,0.3,0.4,0.5,0.7,0.0,0.0
4707,950,0.1,0.1,0.1,0.2,0.2,0.4,0.1,0.0,0.0
3559,50,0.2,0.2,0.2,0.3,0.5,0.8,0.9,0.0,0.0
7760,50,0.2,0.2,0.2,0.3,0.3,0.4,0.5,0.0,0.0
2584,50,0.5,0.5,0.5,0.6,0.8,0.9,0.9,0.0,0.0
4418,650,0.2,0.2,0.2,0.2,0.3,0.4,0.5,0.0,0.0
375,100,0.4,0.4,0.4,0.5,0.6,0.7,0.9,0.0,0.0
3601,50,0.3,0.3,0.4,0.4,0.5,0.7,0.8,0.0,0.0
7910,100,0.3,0.3,0.3,0.4,0.5,0.7,0.8,0.0,0.0
6528,700,0.1,0.1,0.1,0.2,0.2,0.3,0.5,0.0,0.0
1528,50,0.3,0.3,0.4,0.4,0.5,0.7,0.8,0.0,0.0
8511,100,0.2,0.3,0.3,0.3,0.5,0.6,0.8,0.0,0.0
4008,450,0.1,0.1,0.1,0.2,0.2,0.3,0.5,0.0,0.0
9255,250,0.2,0.2,0.2,0.2,0.3,0.4,0.5,0.0,0.0
5987,50,0.3,0.3,0.3,0.4,0.5,0.7,0.9,0.9,0.9
8965,50,0.5,0.5,0.5,0.6,0.7,0.8,0.9,0.0,0.0
2939,2350,0.1,0.1,0.1,0.2,0.3,0.7,0.8,0.0,0.0
6183,400,0.1,0.1,0.2,0.2,0.3,0.6,0.8,0.0,0.0
4523,2250,0.1,0.1,0.1,0.1,0.2,0.3,0.2,0.0,0.0
5796,150,0.3,0.3,0.4,0.4,0.6,0.7,0.8,0.0,0.0
7265,300,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.0,0.0
8240,50,0.2,0.2,0.2,0.2,0.3,0.4,0.6,0.0,0.0
1974,650,0.1,0.1,0.1,0.1,0.2,0.4,0.6,0.0,0.0
1543,50,0.3,0.3,0.3,0.4,0.7,0.9,0.9,0.0,0.0
7964,50,0.3,0.4,0.4,0.5,0.6,0.8,0.9,0.0,0.0
8493,250,0.1,0.1,0.1,0.2,0.2,0.4,0.6,0.0,0.0
3441,350,0.3,0.3,0.3,0.4,0.5,0.6,0.8,0.0,0.0
8177,2400,0.2,0.2,0.2,0.2,0.3,0.5,0.7,0.0,0.0
1697,50,0.2,0.2,0.2,0.3,0.6,0.9,0.9,0.9,0.0
8378,50,0.2,0.2,0.2,0.2,0.4,0.8,0.9,0.0,0.0
4019,50,0.4,0.5,0.5,0.5,0.7,0.8,0.9,0.0,0.0
5885,250,0.1,0.1,0.1,0.2,0.2,0.4,0.6,0.0,0.0
4802,100,0.2,0.3,0.3,0.3,0.5,0.6,0.8,0.0,0.0
1316,200,0.1,0.2,0.2,0.2,0.3,0.5,0.8,0.0,0.0
9534,550,0.1,0.1,0.1,0.2,0.2,0.4,0.0,0.0,0.0
9582,50,0.4,0.4,0.5,0.5,0.7,0.8,0.9,0.9,0.0
7911,50,0.2,0.2,0.2,0.2,0.4,0.6,0.8,0.0,0.0
2340,250,0.1,0.2,0.2,0.2,0.3,0.5,0.7,0.0,0.0
5418,350,0.2,0.2,0.2,0.3,0.3,0.4,0.6,0.0,0.0
5755,50,0.2,0.2,0.2,0.2,0.3,0.5,0.6,0.0,0.0
6274,50,0.2,0.2,0.2,0.3,0.4,0.6,0.7,0.0,0.0
4416,200,0.2,0.2,0.2,0.3,0.3,0.5,0.7,0.0,0.0
636,50,0.2,0.2,0.2,0.3,0.6,0.8,0.8,0.8,0.8
8554,1200,0.2,0.2,0.2,0.2,0.3,0.5,0.7,0.0,0.0
2611,400,0.1,0.1,0.1,0.2,0.2,0.3,0.5,0.0,0.0
7952,5000,0.1,0.1,0.1,0.1,0.2,0.3,0.6,0.0,0.0
617,150,0.2,0.2,0.2,0.3,0.4,0.5,0.6,0.0,0.0
3469,1200,0.1,0.1,0.1,0.2,0.3,0.4,0.1,0.0,0.0
9432,50,0.2,0.2,0.3,0.3,0.4,0.5,0.8,0.0,0.0
9859,50,0.3,0.3,0.4,0.4,0.5,0.7,0.8,0.8,0.0
7094,2800,0.1,0.1,0.2,0.2,0.3,0.5,0.1,0.0,0.0
4070,1400,0.1,0.1,0.1,0.1,0.2,0.3,0.2,0.0,0.0
3911,1300,0.1,0.1,0.1,0.2,0.2,0.4,0.3,0.0,0.0
6696,50,0.3,0.3,0.3,0.4,0.5,0.7,0.8,0.0,0.0
4994,650,0.1,0.1,0.1,0.1,0.2,0.3,0.2,0.0,0.0
3303,50,0.3,0.3,0.4,0.4,0.6,0.8,0.8,0.0,0.0
8818,2000,0.1,0.1,0.1,0.1,0.2,0.4,0.2,0.0,0.0
6173,750,0.1,0.1,0.1,0.2,0.3,0.6,0.8,0.0,0.0
6694,50,0.3,0.4,0.4,0.4,0.5,0.6,0.8,0.9,0.0
4403,850,0.1,0.1,0.1,0.2,0.2,0.3,0.6,0.0,0.0
8227,2200,0.1,0.1,0.1,0.1,0.2,0.4,0.0,0.0,0.0
8233,250,0.1,0.1,0.2,0.2,0.2,0.3,0.5,0.0,0.0
2862,50,0.3,0.3,0.3,0.3,0.5,0.7,0.9,0.0,0.0
5608,750,0.1,0.1,0.2,0.2,0.3,0.4,0.6,0.0,0.0
2198,1550,0.1,0.1,0.1,0.1,0.2,0.6,0.8,0.0,0.0
4302,100,0.2,0.2,0.2,0.2,0.3,0.4,0.7,0.0,0.0
6870,4600,0.1,0.1,0.1,0.1,0.2,0.3,0.0,0.0,0.0
1995,2650,0.1,0.1,0.1,0.2,0.2,0.3,0.5,0.0,0.0
8513,50,0.3,0.3,0.4,0.4,0.6,0.7,0.8,0.0,0.0
8551,200,0.2,0.2,0.2,0.3,0.4,0.6,0.7,0.0,0.0
7731,50,0.5,0.5,0.5,0.6,0.7,0.9,0.9,0.9,0.1
8105,850,0.1,0.2,0.2,0.2,0.3,0.5,0.8,0.0,0.0
2009,50,0.3,0.4,0.4,0.4,0.6,0.8,0.9,0.9,0.0
8245,50,0.2,0.3,0.3,0.3,0.5,0.8,0.9,0.0,0.0
5478,500,0.1,0.2,0.2,0.2,0.3,0.5,0.3,0.0,0.0
3887,500,0.1,0.2,0.2,0.2,0.3,0.4,0.1,0.0,0.0
9658,450,0.2,0.2,0.3,0.3,0.4,0.5,0.6,0.0,0.0
5821,50,0.3,0.3,0.3,0.4,0.5,0.7,0.9,0.0,0.0
6901,150,0.3,0.3,0.3,0.3,0.4,0.5,0.6,0.0,0.0
2713,50,0.3,0.3,0.3,0.3,0.4,0.5,0.6,0.0,0.0
8156,50,0.4,0.4,0.5,0.5,0.7,0.8,0.9,0.1,0.0
2178,850,0.2,0.2,0.2,0.2,0.3,0.4,0.6,0.0,0.0
9819,250,0.1,0.2,0.2,0.2,0.3,0.5,0.8,0.0,0.0
4261,750,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.0,0.0
1706,400,0.2,0.2,0.2,0.2,0.3,0.5,0.7,0.0,0.0
6505,200,0.2,0.2,0.2,0.3,0.4,0.5,0.6,0.0,0.0
8782,50,0.2,0.2,0.3,0.3,0.5,0.8,0.9,0.9,0.0
9337,50,0.4,0.4,0.4,0.5,0.7,0.9,0.9,0.9,0.0
4295,100,0.3,0.3,0.4,0.4,0.5,0.6,0.7,0.0,0.0
9891,100,0.2,0.2,0.2,0.2,0.4,0.6,0.8,0.0,0.0
7052,50,0.3,0.3,0.3,0.4,0.6,0.8,0.9,0.0,0.0
9053,250,0.1,0.1,0.1,0.1,0.2,0.3,0.6,0.0,0.0
3094,50,0.3,0.3,0.3,0.4,0.5,0.6,0.8,0.0,0.0
2590,300,0.1,0.1,0.1,0.2,0.2,0.4,0.0,0.0,0.0
2305,500,0.1,0.1,0.1,0.2,0.3,0.4,0.5,0.0,0.0
4804,50,0.4,0.5,0.5,0.6,0.7,0.8,0.9,0.0,0.0
8722,200,0.2,0.2,0.2,0.2,0.4,0.6,0.8,0.0,0.0
5520,250,0.2,0.2,0.2,0.2,0.3,0.4,0.6,0.0,0.0
4551,50,0.3,0.4,0.4,0.4,0.6,0.9,0.9,0.9,0.0
6229,50,0.2,0.2,0.2,0.3,0.4,0.6,0.8,0.0,0.0
3789,50,0.4,0.4,0.4,0.5,0.6,0.8,0.9,0.0,0.0
8684,1600,0.1,0.1,0.1,0.2,0.2,0.4,0.6,0.0,0.0
1457,1800,0.2,0.2,0.2,0.2,0.3,0.4,0.6,0.0,0.0
3838,350,0.1,0.1,0.1,0.1,0.2,0.3,0.6,0.0,0.0
9195,1500,0.1,0.1,0.1,0.1,0.2,0.4,0.0,0.0,0.0
132,100,0.1,0.2,0.2,0.2,0.3,0.6,0.8,0.0,0.0
1118,100,0.3,0.3,0.3,0.3,0.5,0.7,0.8,0.0,0.0
2235,50,0.2,0.2,0.2,0.3,0.4,0.6,0.9,0.1,0.0
4916,1300,0.1,0.1,0.1,0.1,0.2,0.3,0.0,0.0,0.0
5995,250,0.3,0.3,0.3,0.3,0.4,0.6,0.7,0.0,0.0
1590,900,0.2,0.2,0.2,0.2,0.3,0.4,0.6,0.0,0.0
1596,50,0.2,0.2,0.2,0.3,0.3,0.4,0.6,0.0,0.0
6548,50,0.4,0.4,0.5,0.5,0.6,0.8,0.8,0.0,0.0
3396,50,0.4,0.5,0.5,0.5,0.7,0.8,0.9,0.2,0.0
5791,50,0.3,0.3,0.3,0.3,0.5,0.7,0.8,0.0,0.0
5574,100,0.2,0.2,0.2,0.2,0.4,0.5,0.6,0.0,0.0
5137,3800,0.1,0.1,0.1,0.1,0.2,0.4,0.2,0.0,0.0
4967,900,0.1,0.1,0.1,0.1,0.2,0.3,0.6,0.0,0.0
1862,650,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.0,0.0
5487,2100,0.1,0.1,0.1,0.1,0.1,0.2,0.0,0.0,0.0
9163,150,0.2,0.2,0.2,0.2,0.4,0.7,0.9,0.0,0.0
1097,450,0.2,0.2,0.2,0.2,0.3,0.5,0.7,0.0,0.0
9567,3300,0.2,0.2,0.2,0.2,0.3,0.5,0.4,0.0,0.0
830,50,0.2,0.2,0.3,0.3,0.5,0.7,0.8,0.0,0.0
3986,50,0.4,0.4,0.5,0.5,0.7,0.8,0.9,0.8,0.0
9771,50,0.3,0.4,0.4,0.4,0.5,0.6,0.8,0.8,0.0
6350,650,0.1,0.2,0.2,0.2,0.3,0.4,0.6,0.0,0.0
8824,50,0.2,0.3,0.3,0.3,0.6,0.8,0.9,0.1,0.0
2286,100,0.2,0.2,0.3,0.3,0.4,0.5,0.7,0.0,0.0
3990,50,0.3,0.3,0.3,0.4,0.4,0.6,0.7,0.1,0.0
1407,100,0.2,0.2,0.2,0.3,0.4,0.5,0.7,0.0,0.0
2078,300,0.1,0.1,0.1,0.2,0.2,0.3,0.5,0.0,0.0
5237,150,0.2,0.2,0.2,0.3,0.4,0.5,0.7,0.0,0.0
9058,350,0.1,0.1,0.1,0.2,0.2,0.4,0.3,0.0,0.0
4200,1250,0.1,0.1,0.1,0.1,0.2,0.3,0.5,0.0,0.0
331,1350,0.1,0.1,0.1,0.2,0.2,0.4,0.5,0.0,0.0
6537,2200,0.2,0.2,0.2,0.2,0.3,0.4,0.0,0.0,0.0
9792,100,0.3,0.3,0.3,0.3,0.5,0.6,0.8,0.0,0.0
5557,50,0.4,0.4,0.5,0.5,0.7,0.9,0.9,0.0,0.0
5082,50,0.3,0.3,0.3,0.4,0.6,0.8,0.9,0.0,0.0
1200,100,0.2,0.2,0.2,0.3,0.4,0.5,0.7,0.0,0.0
7343,5000,0.1,0.1,0.1,0.2,0.3,0.5,0.3,0.0,0.0
5539,1350,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.0,0.0
2450,1250,0.1,0.1,0.2,0.2,0.3,0.4,0.2,0.0,0.0
1797,50,0.4,0.4,0.5,0.5,0.6,0.7,0.8,0.0,0.0
3535,50,0.3,0.3,0.3,0.4,0.4,0.5,0.7,0.0,0.0
1869,5000,0.1,0.1,0.2,0.2,0.3,0.4,0.0,0.0,0.0
3609,50,0.4,0.4,0.4,0.4,0.5,0.6,0.7,0.1,0.0
5218,3750,0.2,0.2,0.2,0.3,0.3,0.4,0.3,0.0,0.0
7155,100,0.1,0.1,0.2,0.2,0.4,0.8,0.9,0.0,0.0
3721,150,0.2,0.2,0.3,0.3,0.4,0.6,0.8,0.0,0.0
6192,850,0.1,0.1,0.1,0.2,0.2,0.4,0.4,0.0,0.0
6034,3600,0.1,0.1,0.1,0.1,0.2,0.3,0.0,0.0,0.0
3731,5000,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.0,0.0
1921,100,0.3,0.3,0.3,0.3,0.5,0.6,0.8,0.0,0.0
2624,50,0.3,0.3,0.4,0.4,0.6,0.8,0.9,0.0,0.0
3554,50,0.3,0.3,0.3,0.4,0.4,0.5,0.7,0.0,0.0
1108,50,0.3,0.3,0.3,0.4,0.5,0.7,0.8,0.0,0.0
3228,50,0.5,0.6,0.6,0.6,0.7,0.8,0.9,0.0,0.0
2994,50,0.2,0.2,0.3,0.3,0.4,0.6,0.8,0.0,0.0
987,5000,0.1,0.1,0.1,0.1,0.2,0.3,0.0,0.0,0.0
5988,50,0.5,0.5,0.6,0.6,0.8,0.9,0.9,0.0,0.0
726,50,0.4,0.4,0.5,0.5,0.7,0.8,0.9,0.0,0.0
6559,100,0.2,0.3,0.3,0.3,0.5,0.6,0.8,0.0,0.0
1721,50,0.3,0.3,0.3,0.4,0.5,0.8,0.9,0.2,0.0
343,300,0.2,0.2,0.2,0.3,0.4,0.7,0.9,0.0,0.0
9212,250,0.1,0.1,0.1,0.2,0.2,0.3,0.5,0.0,0.0
2088,350,0.1,0.2,0.2,0.2,0.3,0.5,0.7,0.0,0.0
3555,250,0.2,0.2,0.2,0.2,0.3,0.5,0.8,0.0,0.0
5354,50,0.2,0.3,0.3,0.3,0.4,0.6,0.7,0.0,0.0
7060,100,0.2,0.2,0.2,0.3,0.3,0.5,0.7,0.0,0.0
1410,2350,0.1,0.1,0.1,0.1,0.2,0.4,0.7,0.0,0.0
8926,50,0.2,0.2,0.2,0.3,0.4,0.5,0.7,0.0,0.0
8265,100,0.2,0.2,0.2,0.3,0.4,0.6,0.7,0.0,0.0
2838,200,0.2,0.2,0.2,0.2,0.3,0.4,0.5,0.0,0.0
1443,250,0.2,0.2,0.2,0.2,0.3,0.5,0.7,0.0,0.0
6674,1850,0.1,0.1,0.2,0.2,0.3,0.4,0.7,0.0,0.0
5776,200,0.2,0.2,0.2,0.3,0.4,0.6,0.8,0.0,0.0
5649,50,0.4,0.4,0.5,0.5,0.6,0.7,0.8,0.0,0.0
6671,50,0.4,0.4,0.4,0.4,0.5,0.6,0.7,0.9,0.0
6487,50,0.4,0.4,0.4,0.5,0.6,0.8,0.9,0.0,0.0
9102,350,0.1,0.1,0.1,0.2,0.2,0.4,0.7,0.0,0.0
7185,50,0.2,0.2,0.2,0.3,0.4,0.6,0.8,0.0,0.0
6462,50,0.2,0.2,0.3,0.3,0.5,0.8,0.9,0.0,0.0
5314,300,0.2,0.2,0.2,0.2,0.3,0.5,0.8,0.0,0.0
8862,50,0.3,0.4,0.4,0.5,0.7,0.8,0.9,0.0,0.0
2059,50,0.3,0.3,0.3,0.4,0.6,0.8,0.9,0.0,0.0
6093,100,0.2,0.2,0.2,0.3,0.3,0.5,0.6,0.0,0.0
6479,1000,0.1,0.1,0.1,0.2,0.2,0.3,0.5,0.0,0.0
3805,150,0.2,0.2,0.2,0.2,0.4,0.7,0.9,0.0,0.0
4712,350,0.2,0.2,0.2,0.2,0.3,0.5,0.8,0.0,0.0
1677,100,0.2,0.3,0.3,0.3,0.4,0.6,0.7,0.0,0.0
3235,50,0.3,0.3,0.3,0.4,0.4,0.5,0.7,0.0,0.0
1627,50,0.3,0.3,0.3,0.4,0.5,0.7,0.8,0.0,0.0
3227,50,0.2,0.3,0.3,0.3,0.5,0.8,0.9,0.0,0.0
3700,250,0.2,0.3,0.3,0.3,0.5,0.7,0.8,0.0,0.0
6262,50,0.2,0.2,0.2,0.3,0.5,0.8,0.9,0.0,0.0
6554,5000,0.1,0.1,0.1,0.2,0.2,0.4,0.2,0.0,0.0
9834,4250,0.2,0.2,0.2,0.2,0.3,0.4,0.0,0.0,0.0
7967,200,0.2,0.3,0.3,0.3,0.5,0.7,0.9,0.0,0.0
1643,400,0.2,0.2,0.2,0.2,0.3,0.4,0.7,0.0,0.0
3276,2850,0.1,0.1,0.1,0.2,0.3,0.5,0.7,0.0,0.0
7297,50,0.2,0.3,0.3,0.3,0.5,0.8,0.9,0.0,0.0
9944,1800,0.1,0.1,0.2,0.2,0.3,0.5,0.6,0.0,0.0
1811,300,0.1,0.1,0.1,0.1,0.2,0.4,0.5,0.0,0.0
6721,50,0.3,0.3,0.3,0.4,0.5,0.7,0.8,0.0,0.0
2597,2150,0.1,0.1,0.1,0.1,0.2,0.4,0.3,0.0,0.0
7806,100,0.3,0.3,0.3,0.3,0.5,0.7,0.8,0.0,0.0
4364,500,0.2,0.2,0.3,0.3,0.4,0.5,0.6,0.0,0.0
9900,300,0.2,0.2,0.2,0.2,0.3,0.5,0.1,0.0,0.0
8356,1100,0.2,0.2,0.2,0.2,0.3,0.5,0.7,0.0,0.0
7370,350,0.1,0.1,0.2,0.2,0.3,0.4,0.6,0.0,0.0
9155,50,0.4,0.5,0.5,0.5,0.7,0.8,0.9,0.0,0.0
6880,800,0.1,0.1,0.1,0.1,0.2,0.3,0.4,0.0,0.0
4226,700,0.1,0.1,0.1,0.2,0.3,0.5,0.6,0.0,0.0
7321,150,0.2,0.2,0.2,0.2,0.3,0.5,0.6,0.0,0.0
7386,400,0.1,0.1,0.1,0.2,0.3,0.5,0.0,0.0,0.0
2419,50,0.4,0.4,0.4,0.4,0.5,0.7,0.8,0.0,0.0
3811,550,0.1,0.1,0.1,0.2,0.2,0.4,0.5,0.0,0.0
3058,1350,0.1,0.1,0.1,0.1,0.2,0.3,0.4,0.0,0.0
9327,100,0.2,0.3,0.3,0.3,0.4,0.6,0.7,0.0,0.0
450,5000,0.1,0.1,0.1,0.1,0.2,0.4,0.7,0.0,0.0
7011,550,0.2,0.2,0.2,0.2,0.3,0.5,0.3,0.0,0.0
5100,150,0.1,0.1,0.1,0.2,0.2,0.4,0.6,0.0,0.0
4957,1200,0.1,0.1,0.1,0.1,0.2,0.4,0.7,0.0,0.0
2918,50,0.3,0.3,0.3,0.4,0.5,0.7,0.9,0.0,0.0
4002,50,0.2,0.2,0.2,0.3,0.5,0.7,0.9,0.0,0.0
3038,550,0.2,0.2,0.2,0.2,0.4,0.7,0.9,0.0,0.0
7778,150,0.1,0.1,0.1,0.1,0.2,0.4,0.1,0.0,0.0
8841,100,0.3,0.3,0.3,0.4,0.5,0.7,0.8,0.0,0.0
8028,50,0.2,0.2,0.3,0.3,0.4,0.7,0.8,0.0,0.0
4052,50,0.5,0.5,0.5,0.6,0.8,0.9,0.9,0.9,0.9
2285,1250,0.2,0.2,0.2,0.3,0.4,0.5,0.7,0.0,0.0
8209,100,0.3,0.3,0.3,0.3,0.4,0.5,0.6,0.0,0.0
2501,100,0.2,0.2,0.2,0.2,0.3,0.4,0.6,0.0,0.0
1396,150,0.2,0.2,0.2,0.2,0.4,0.5,0.8,0.0,0.0
979,950,0.1,0.1,0.2,0.2,0.3,0.5,0.9,0.0,0.0
