query_idx,ef_true,MR_gauss_5,MR_log
6339,500,0.206236,0.225738
8715,5000,0.240663,0.243506
1065,50,0.486915,0.369296
475,450,0.264604,0.293986
9,1250,0.279231,0.252433
4566,650,0.385136,0.319296
582,50,0.629202,0.462832
3600,600,0.304006,0.22712
5969,50,0.723026,0.680054
85,50,0.555667,0.447156
585,50,0.328891,0.222818
1846,650,0.237089,0.242613
6827,100,0.48494,0.360211
4455,2850,0.161599,0.193852
2008,50,0.681303,0.446942
9725,2050,0.196978,0.201655
6616,1300,0.187397,0.214532
6546,50,0.603568,0.475291
5350,50,0.735585,0.555669
9833,50,0.539472,0.484654
9490,50,0.442305,0.443306
325,5000,0.195686,0.19065
2621,100,0.439938,0.297693
8725,150,0.267393,0.324825
8011,50,0.60333,0.363105
3573,50,0.55609,0.543801
9099,100,0.331836,0.266842
4081,50,0.723244,0.485963
1296,200,0.379497,0.377922
8977,450,0.355406,0.298364
6549,1050,0.299774,0.244522
8501,300,0.223686,0.223073
38,50,0.439424,0.318925
4598,50,0.557193,0.425164
2249,5000,0.188411,0.247372
312,1450,0.282426,0.230712
5085,50,0.594703,0.482139
107,50,0.42257,0.347872
22,1700,0.204735,0.219455
1349,50,0.491144,0.384147
2461,50,0.505568,0.474575
6617,100,0.380398,0.251675
2736,50,0.742023,0.665719
724,500,0.274588,0.258084
200,450,0.211561,0.200912
151,250,0.429226,0.311344
7993,50,0.709559,0.61703
3920,900,0.361482,0.24627
9558,50,0.498429,0.392818
9632,250,0.348888,0.300466
9184,50,0.448436,0.371863
2730,50,0.611371,0.383682
1700,1250,0.307653,0.279226
2520,50,0.578681,0.590755
8442,100,0.416807,0.233941
5625,50,0.800343,0.664443
5371,100,0.468554,0.387608
8800,250,0.322793,0.310472
8477,50,0.3651,0.258199
5125,2100,0.184868,0.230674
8298,200,0.301295,0.264563
5205,50,0.421114,0.295054
198,1400,0.160955,0.158871
6865,1000,0.183106,0.208467
9032,300,0.539128,0.413109
5403,50,0.730905,0.660429
4372,750,0.15466,0.226095
4183,50,0.476471,0.413698
2014,50,0.762243,0.668705
4143,450,0.22978,0.207762
9680,50,0.48623,0.450861
1709,50,0.58271,0.460483
7739,50,0.647755,0.541902
9773,100,0.429328,0.338073
3309,200,0.353554,0.299454
7122,50,0.646717,0.408284
7045,600,0.378842,0.27692
602,50,0.418719,0.329178
6949,200,0.30565,0.200171
8212,100,0.473199,0.300525
5748,150,0.328803,0.300894
8621,50,0.766526,0.596671
1150,50,0.693755,0.586113
5576,50,0.779938,0.660283
3443,100,0.40591,0.255525
9329,300,0.215459,0.219005
5668,50,0.628468,0.459632
3502,2300,0.372632,0.322087
5523,50,0.630459,0.57788
680,1200,0.25686,0.302048
1077,50,0.457816,0.375945
2706,100,0.479006,0.319895
8320,750,0.351199,0.30075
1980,250,0.346794,0.250243
4269,50,0.518558,0.406151
6868,550,0.308439,0.284075
4920,100,0.415127,0.382825
3686,50,0.569789,0.522297
9087,50,0.668174,0.492487
377,300,0.341359,0.401192
6287,150,0.357275,0.183321
5950,50,0.563846,0.437502
479,2350,0.169939,0.179517
8956,100,0.330367,0.287313
9346,700,0.25883,0.267929
5968,850,0.210315,0.18441
4384,50,0.415679,0.386356
8587,50,0.332191,0.279603
929,2750,0.232742,0.218793
6495,100,0.304728,0.307836
7664,1000,0.279849,0.234954
6364,1800,0.276622,0.270333
9925,50,0.526292,0.478152
2677,50,0.709982,0.523929
733,300,0.270749,0.295181
3506,3150,0.205102,0.206706
5639,1000,0.245177,0.230675
6338,3150,0.319541,0.362812
7432,100,0.419351,0.380989
7419,1250,0.412981,0.322149
3302,50,0.67694,0.511215
3462,600,0.233097,0.288073
4987,100,0.400117,0.259989
6840,50,0.324407,0.3159
6044,200,0.392639,0.284318
5028,1850,0.240837,0.286461
9085,100,0.409335,0.34053
6737,50,0.546292,0.511848
5876,100,0.470005,0.413427
2140,700,0.222693,0.210409
418,50,0.619172,0.475533
1037,50,0.612348,0.424504
5518,700,0.354887,0.319317
3679,50,0.290083,0.245156
9561,100,0.413691,0.362732
3315,50,0.580789,0.442122
8573,3600,0.177132,0.199826
9655,1650,0.26276,0.254252
3098,2100,0.185208,0.194388
7230,50,0.529311,0.419619
3032,4350,0.165817,0.175338
2070,550,0.20678,0.287983
4919,50,0.399412,0.380226
8613,50,0.422057,0.26846
4385,50,0.512181,0.430551
4327,1400,0.257718,0.23216
5245,50,0.452666,0.368859
1906,3500,0.187269,0.2075
641,100,0.49495,0.351409
5622,50,0.502185,0.460129
5926,50,0.578612,0.424658
7065,350,0.311766,0.238337
5929,250,0.195397,0.193521
286,700,0.234381,0.264446
895,100,0.368003,0.29835
1565,2400,0.175472,0.227988
6980,200,0.281751,0.233178
1402,50,0.389,0.374265
