query_idx,ef_true,MR_raw_gauss,MR_univ_gauss
1065,50,0.486915,0.518763
475,450,0.264604,0.353169
9,1250,0.279231,0.364373
4566,650,0.385136,0.392378
582,50,0.629202,0.456026
3600,600,0.304006,0.360411
5969,50,0.723026,0.743376
85,50,0.555667,0.552667
585,50,0.328891,0.363386
1846,650,0.237089,0.242091
6827,100,0.48494,0.398091
4455,2850,0.161599,0.174494
2008,50,0.681303,0.457426
9725,2050,0.196978,0.298538
6616,1300,0.187397,0.344122
6546,50,0.603568,0.520764
5350,50,0.735585,0.444346
9833,50,0.539472,0.483047
9490,50,0.442305,0.49002
325,5000,0.195686,0.319654
2621,100,0.439938,0.407372
8725,150,0.267393,0.551359
8011,50,0.60333,0.297184
3573,50,0.55609,0.515284
9099,100,0.331836,0.343699
4081,50,0.723244,0.567633
1296,200,0.379497,0.522107
8977,450,0.355406,0.318326
6549,1050,0.299774,0.340153
8501,300,0.223686,0.271698
38,50,0.439424,0.384427
4598,50,0.557193,0.449248
2249,5000,0.188411,0.388272
312,1450,0.282426,0.260268
5085,50,0.594703,0.470325
107,50,0.42257,0.356527
22,1700,0.204735,0.34601
1349,50,0.491144,0.384522
2461,50,0.505568,0.588378
6617,100,0.380398,0.291286
2736,50,0.742023,0.609802
724,500,0.274588,0.332631
200,450,0.211561,0.283791
151,250,0.429226,0.465587
7993,50,0.709559,0.667875
3920,900,0.361482,0.382931
9558,50,0.498429,0.344226
9632,250,0.348888,0.45262
9184,50,0.448436,0.422259
2730,50,0.611371,0.447481
1700,1250,0.307653,0.387092
2520,50,0.578681,0.626102
8442,100,0.416807,0.355951
5625,50,0.800343,0.657719
5371,100,0.468554,0.39858
8800,250,0.322793,0.394082
8477,50,0.3651,0.378921
5125,2100,0.184868,0.318717
8298,200,0.301295,0.298696
5205,50,0.421114,0.29816
198,1400,0.160955,0.258125
6865,1000,0.183106,0.257501
9032,300,0.539128,0.481551
5403,50,0.730905,0.612947
4372,750,0.15466,0.287838
4183,50,0.476471,0.343896
2014,50,0.762243,0.658004
4143,450,0.22978,0.278678
9680,50,0.48623,0.618472
1709,50,0.58271,0.39255
7739,50,0.647755,0.510636
9773,100,0.429328,0.521509
3309,200,0.353554,0.342315
7122,50,0.646717,0.418807
7045,600,0.378842,0.347989
602,50,0.418719,0.345114
6949,200,0.30565,0.346775
8212,100,0.473199,0.352327
5748,150,0.328803,0.403705
8621,50,0.766526,0.615976
1150,50,0.693755,0.684417
5576,50,0.779938,0.75502
3443,100,0.40591,0.33539
9329,300,0.215459,0.268911
5668,50,0.628468,0.530041
3502,2300,0.372632,0.329373
5523,50,0.630459,0.644088
680,1200,0.25686,0.351861
1077,50,0.457816,0.517349
2706,100,0.479006,0.477565
8320,750,0.351199,0.34083
1980,250,0.346794,0.430756
4269,50,0.518558,0.442203
6868,550,0.308439,0.391143
4920,100,0.415127,0.361767
3686,50,0.569789,0.585052
9087,50,0.668174,0.592301
377,300,0.341359,0.374585
6287,150,0.357275,0.26606
5950,50,0.563846,0.46271
479,2350,0.169939,0.248982
8956,100,0.330367,0.394817
9346,700,0.25883,0.353214
5968,850,0.210315,0.310376
4384,50,0.415679,0.43416
8587,50,0.332191,0.348403
929,2750,0.232742,0.350594
6495,100,0.304728,0.45838
7664,1000,0.279849,0.204916
6364,1800,0.276622,0.279493
9925,50,0.526292,0.560421
2677,50,0.709982,0.541677
733,300,0.270749,0.306321
3506,3150,0.205102,0.302977
5639,1000,0.245177,0.334475
6338,3150,0.319541,0.361693
7432,100,0.419351,0.524319
7419,1250,0.412981,0.297535
3302,50,0.67694,0.508055
3462,600,0.233097,0.338792
4987,100,0.400117,0.296043
6840,50,0.324407,0.238068
6044,200,0.392639,0.416022
5028,1850,0.240837,0.40043
9085,100,0.409335,0.374824
6737,50,0.546292,0.5324
5876,100,0.470005,0.395583
2140,700,0.222693,0.356034
418,50,0.619172,0.378766
1037,50,0.612348,0.407825
5518,700,0.354887,0.421058
3679,50,0.290083,0.317671
9561,100,0.413691,0.449865
3315,50,0.580789,0.471298
8573,3600,0.177132,0.292273
9655,1650,0.26276,0.451997
3098,2100,0.185208,0.300133
7230,50,0.529311,0.442525
3032,4350,0.165817,0.258357
2070,550,0.20678,0.352376
4919,50,0.399412,0.546015
8613,50,0.422057,0.311988
4385,50,0.512181,0.528837
4327,1400,0.257718,0.29239
5245,50,0.452666,0.329613
1906,3500,0.187269,0.306495
641,100,0.49495,0.49201
5622,50,0.502185,0.472434
5926,50,0.578612,0.470127
7065,350,0.311766,0.332248
5929,250,0.195397,0.333397
286,700,0.234381,0.332551
895,100,0.368003,0.457437
1565,2400,0.175472,0.350685
6980,200,0.281751,0.261012
1402,50,0.389,0.366674
